batchsize,matsize,channels_in,poolsize,padding,strides
55,45,108,1,1,2
26,114,39,5,0,4
35,441,9,2,0,1
5,165,20,4,1,2
39,150,42,7,0,3
35,454,4,6,1,4
27,181,38,4,1,4
37,123,3,4,1,4
8,421,2,6,0,4
33,175,6,5,1,2
28,203,5,4,0,4
57,126,66,1,1,4
10,279,25,6,0,1
15,214,36,1,1,4
58,50,187,3,0,3
59,448,3,1,1,2
47,349,18,1,0,3
24,242,27,4,0,3
1,114,19,7,0,1
15,176,30,6,1,1
13,100,24,7,1,3
47,309,22,7,0,4
27,217,36,6,0,4
12,386,8,2,1,1
34,202,47,1,1,3
36,105,17,2,0,4
19,112,29,3,0,4
26,183,32,2,0,1
27,328,14,6,1,1
13,163,45,5,0,2
31,151,45,3,1,2
48,498,1,4,0,4
45,421,21,3,0,2
26,448,18,2,0,4
24,482,12,7,1,3
22,309,30,7,0,2
22,230,11,2,0,1
58,61,3,4,0,2
53,186,12,4,0,2
27,456,3,6,0,2
57,309,11,3,1,2
41,184,3,6,1,4
23,124,34,7,1,4
4,138,40,4,0,4
30,191,38,2,1,2
62,510,3,2,1,2
43,20,257,4,0,1
37,18,216,6,1,2
10,368,22,4,0,1
5,60,7,2,1,4
49,219,43,1,0,2
15,23,333,6,1,3
21,372,13,7,0,2
42,262,18,4,1,4
21,323,18,4,0,4
39,176,20,6,0,4
60,184,4,3,1,2
47,505,14,1,0,2
26,308,17,1,1,1
31,324,18,4,1,4
53,222,20,1,0,2
64,337,7,7,0,4
53,28,67,3,1,2
27,275,4,2,1,3
1,220,35,6,1,3
1,316,25,4,1,1
13,30,117,3,1,4
7,180,37,6,0,4
27,62,100,3,1,3
22,395,15,1,1,4
20,247,13,2,0,4
33,133,59,6,1,4
36,98,35,4,1,1
64,84,26,4,0,3
5,28,170,1,0,2
50,425,14,3,0,3
40,46,201,1,0,2
43,83,41,7,1,4
42,292,33,6,0,4
29,24,189,1,0,4
25,98,54,2,1,3
51,438,20,2,0,4
46,442,16,3,0,3
18,10,956,7,1,2
36,403,13,6,0,3
33,27,328,1,0,1
10,5,744,5,1,4
55,86,70,7,1,2
45,253,3,6,1,4
20,475,15,3,1,2
41,15,238,1,0,4
16,198,11,1,0,4
14,510,14,6,1,3
34,363,11,6,1,2
4,487,9,7,0,4
43,216,27,2,1,3
30,87,26,1,0,1
53,139,25,6,1,4
17,71,110,2,1,2
8,474,7,3,1,2
58,347,19,2,0,4
28,161,44,6,1,1
36,143,50,6,0,4
33,352,21,6,1,4
33,239,40,7,1,1
31,272,14,7,1,4
17,147,8,3,0,2
25,360,9,5,1,4
22,312,19,7,1,4
55,499,5,4,1,1
35,213,13,1,1,2
16,286,7,7,1,4
59,118,12,3,1,3
34,74,74,7,1,1
60,405,14,1,0,4
40,377,19,4,1,1
38,370,19,1,1,1
7,55,69,4,1,2
23,315,1,5,1,4
11,333,13,4,1,1
25,262,23,6,1,1
55,173,47,1,1,3
50,448,8,3,0,1
55,450,11,4,1,4
35,191,23,3,0,2
29,4,2349,4,1,2
29,324,7,5,0,4
60,435,2,2,0,2
13,351,5,3,1,1
26,374,24,4,0,2
11,97,53,2,0,3
33,275,17,6,0,3
46,65,30,3,1,1
58,96,73,1,0,4
17,278,15,2,1,1
23,34,34,2,0,2
48,445,14,3,1,4
52,20,196,7,0,4
11,158,51,7,0,1
21,88,27,1,1,1
48,198,4,7,0,2
14,112,74,3,1,3
58,196,26,7,1,2
11,148,62,2,0,1
38,220,23,4,0,3
49,342,7,1,0,2
55,153,34,1,0,1
20,58,87,6,0,3
45,106,8,5,1,1
51,485,11,4,0,3
31,338,24,7,1,1
37,113,4,4,1,2
16,477,13,4,0,4
39,294,30,4,0,1
59,22,5,1,1,3
44,179,8,1,1,2
39,178,18,4,1,4
25,87,3,1,0,4
36,134,7,5,0,1
31,383,20,6,1,1
49,78,18,6,1,1
19,90,51,5,0,2
30,430,21,3,0,2
7,496,13,4,0,4
2,300,25,4,1,3
64,382,5,7,1,2
17,336,8,7,1,4
33,303,11,5,1,1
61,28,26,5,0,2
52,435,15,1,0,4
34,35,186,4,0,3
15,299,12,6,0,1
30,472,19,6,0,4
28,440,1,6,0,1
42,432,18,1,0,4
41,174,26,3,0,4
61,318,13,2,0,2
32,474,13,3,1,2
64,142,21,5,0,1
60,456,3,4,1,2
12,49,179,3,1,4
61,273,22,3,0,2
2,105,34,7,1,3
6,411,13,5,0,4
30,226,20,4,0,2
5,359,14,6,1,2
29,325,12,2,0,3
28,20,283,2,1,1
1,94,60,4,1,4
64,51,16,3,0,1
37,368,18,4,1,3
48,436,2,4,1,2
62,156,9,1,0,1
9,480,5,6,1,2
21,222,24,4,1,1
59,334,10,1,1,3
51,425,2,3,1,2
36,420,8,1,0,3
23,220,35,4,0,3
9,355,8,6,1,4
52,275,3,5,0,1
3,48,86,3,0,4
11,434,19,6,1,1
55,325,4,6,0,1
55,366,23,7,0,3
30,269,6,5,0,4
29,324,5,2,1,4
18,124,73,6,1,4
25,461,12,3,1,2
18,509,2,6,1,3
16,244,23,3,0,4
31,343,21,4,0,3
31,112,49,1,0,4
51,161,31,7,0,1
28,192,17,5,0,1
47,336,24,2,0,4
5,105,65,2,0,1
50,416,14,5,1,4
7,452,8,2,0,4
44,100,14,4,0,3
53,138,4,4,0,1
13,462,2,4,1,2
21,392,7,1,0,1
15,344,23,5,0,3
7,181,6,4,1,3
19,494,10,1,0,1
59,310,19,2,1,4
14,468,10,3,1,3
12,159,22,3,0,1
29,192,37,6,1,4
10,71,47,3,0,4
19,210,34,3,1,3
35,15,658,7,1,4
30,441,3,7,0,3
36,261,15,7,0,3
57,367,11,1,0,2
58,484,13,7,1,2
34,490,9,6,1,2
39,193,32,3,1,3
64,81,30,6,1,2
22,174,30,6,0,3
62,297,23,4,1,2
2,397,2,1,1,1
25,210,6,3,0,3
30,266,14,2,0,1
52,114,77,4,0,4
49,204,21,3,0,2
21,264,14,2,0,4
50,70,98,7,1,3
28,23,93,2,1,3
60,279,5,7,0,4
8,490,10,1,0,1
24,216,34,7,1,2
39,163,8,3,1,2
24,94,45,7,0,4
24,264,18,5,1,3
28,154,34,2,1,3
22,61,150,6,0,1
31,124,46,4,1,1
48,158,62,3,0,3
38,13,268,2,1,4
22,431,13,5,1,2
55,149,48,4,0,2
18,19,252,6,1,4
4,410,10,3,0,4
21,303,17,2,1,4
15,423,2,5,0,3
45,473,14,3,1,3
58,465,8,1,1,3
64,259,5,5,1,3
11,238,14,4,1,4
33,414,19,3,1,1
16,100,5,5,1,3
58,474,14,5,0,1
6,167,57,2,0,3
28,500,14,3,0,4
56,69,11,6,1,2
36,31,146,7,1,3
36,497,7,6,0,2
21,232,10,3,0,2
49,153,51,7,1,1
1,437,12,7,0,4
5,414,22,2,0,4
36,477,14,4,0,1
14,315,7,1,0,1
58,434,17,6,0,4
46,293,6,4,0,2
20,417,21,1,1,2
63,411,5,6,0,3
52,345,21,2,0,3
17,406,8,7,1,4
9,423,16,5,0,1
32,131,25,5,0,4
54,390,8,1,0,4
5,424,19,2,1,2
35,272,13,7,1,1
47,47,100,1,1,4
50,9,1091,5,0,1
59,308,16,3,0,4
40,346,18,2,1,4
9,422,20,4,1,2
57,408,21,4,1,2
14,465,16,4,1,4
18,146,34,6,0,2
63,483,16,4,0,1
27,349,26,6,0,2
19,427,22,7,0,1
31,491,14,2,0,3
2,482,3,2,1,1
36,234,24,2,1,4
7,280,22,5,1,1
43,133,57,2,1,4
28,62,86,3,0,1
13,233,37,1,0,1
51,467,4,4,1,1
32,356,20,4,1,3
52,210,14,3,0,3
35,246,34,5,0,4
18,420,14,7,1,1
39,175,28,7,0,3
32,305,23,1,0,2
45,315,4,6,1,2
24,62,20,1,1,2
1,123,45,5,0,1
31,445,3,4,1,1
13,392,17,5,1,1
47,130,48,3,0,1
44,7,1185,5,1,2
13,20,145,5,0,4
55,226,16,5,0,3
50,293,25,4,1,3
34,318,9,1,0,4
26,29,248,4,1,3
44,345,22,5,1,1
9,250,12,3,0,4
17,394,17,2,0,3
12,56,83,1,1,3
33,311,13,6,0,2
5,374,25,4,0,4
5,371,18,5,1,3
64,300,6,3,1,1
63,458,10,5,0,3
36,375,23,7,0,4
36,142,24,2,1,2
54,165,44,4,1,2
4,191,30,3,0,2
31,332,2,7,0,4
57,510,9,6,1,1
8,354,24,5,0,4
53,88,104,7,1,4
19,48,130,1,0,4
4,54,140,3,0,4
48,122,78,4,1,1
22,490,11,1,0,2
28,125,79,6,1,4
4,240,23,4,0,3
53,417,12,4,0,3
59,30,328,5,0,3
42,403,4,7,1,4
6,365,24,1,0,1
52,348,16,4,0,4
51,121,35,5,0,1
25,507,6,5,0,4
31,467,2,2,0,2
9,263,25,4,1,1
64,341,24,4,0,3
64,442,16,5,0,1
49,407,5,2,1,4
63,183,18,6,0,2
30,454,7,6,1,4
63,7,258,3,1,3
63,122,74,7,0,3
26,307,23,2,0,2
16,165,41,7,0,1
6,498,16,7,1,1
31,331,9,7,1,4
13,298,29,6,1,4
41,35,14,1,0,3
27,330,23,1,0,3
20,506,15,4,1,4
44,56,163,4,1,1
34,311,30,2,0,1
34,40,173,5,1,3
30,155,48,7,0,2
11,165,26,3,1,1
57,509,12,1,1,4
24,217,10,1,1,1
11,211,37,6,0,2
28,293,14,7,0,4
20,437,9,1,1,4
41,480,14,6,1,2
2,442,6,1,1,2
31,499,3,2,0,3
64,295,3,3,1,4
30,64,129,2,1,4
49,506,11,5,0,1
14,477,15,2,0,1
48,181,11,3,1,4
25,286,20,4,0,3
39,37,182,7,1,2
1,78,20,2,0,4
26,463,18,6,0,3
13,475,19,6,1,4
24,286,28,2,0,2
24,141,15,4,1,4
49,321,1,3,0,1
6,237,32,2,1,1
6,33,19,1,1,3
56,156,9,3,0,3
23,462,1,1,0,2
21,387,14,6,1,4
29,145,50,4,1,2
51,155,53,2,0,4
50,132,3,5,1,1
46,212,35,1,1,1
13,465,5,2,0,1
13,230,1,7,1,4
6,122,61,2,0,1
41,40,80,5,0,4
13,242,17,4,1,4
27,156,18,7,1,1
30,89,40,4,1,2
16,100,39,4,0,4
41,454,9,6,0,4
45,243,23,6,1,1
63,229,6,7,0,4
30,452,21,1,0,3
8,368,10,1,1,3
4,147,36,2,0,1
27,150,27,5,0,3
41,289,7,1,0,4
26,57,60,5,0,4
20,329,4,4,0,2
63,57,92,3,1,4
48,222,44,6,0,1
13,85,67,3,1,2
31,507,2,5,1,2
60,382,23,1,1,3
63,110,44,5,0,3
6,371,13,3,0,3
43,428,12,2,0,4
63,379,18,5,0,2
37,32,278,5,1,1
5,269,1,7,0,3
35,95,72,3,0,4
62,196,38,5,0,3
16,485,12,1,1,3
40,338,5,2,1,3
54,29,27,1,1,2
34,235,39,6,1,4
48,441,6,5,0,4
37,2,2655,2,0,2
5,121,21,6,1,3
17,278,21,4,1,2
18,442,18,7,1,4
11,167,55,5,0,1
49,445,2,1,1,1
9,460,7,7,1,4
59,120,49,2,0,2
24,326,11,7,1,1
46,188,12,5,1,3
58,112,49,5,1,2
53,352,18,1,0,4
29,467,16,1,1,1
31,309,10,2,0,4
20,408,3,5,1,2
36,257,3,6,1,1
7,436,16,5,0,4
29,338,14,2,1,2
44,53,176,5,0,2
6,320,14,1,0,2
6,31,238,3,0,4
35,154,26,5,1,1
15,396,9,4,1,3
29,14,320,1,1,2
34,376,8,1,1,3
43,242,28,7,1,1
33,352,20,4,1,3
50,472,19,7,1,4
22,421,7,3,0,4
46,353,12,3,1,2
13,116,52,6,1,1
31,41,134,1,1,2
56,93,101,1,1,1
1,44,152,6,1,2
4,497,6,2,0,4
30,72,84,3,1,4
9,9,1046,3,1,1
2,125,16,6,0,3
38,54,33,3,1,4
57,1,5041,1,1,2
53,435,20,2,1,2
26,112,32,2,1,3
42,430,4,1,0,4
10,437,3,6,1,3
61,319,11,6,1,1
55,412,10,3,0,3
51,356,11,4,1,3
54,253,4,3,0,3
52,263,8,6,0,1
51,55,96,2,0,2
30,248,34,4,0,4
54,306,31,7,0,1
55,449,19,2,0,1
48,281,16,7,1,1
61,387,11,6,0,4
21,242,34,5,1,2
5,352,6,6,0,3
25,238,8,1,0,4
29,389,20,7,1,2
31,175,11,3,0,2
24,262,1,3,0,4
55,94,83,7,1,3
14,65,131,2,1,1
36,216,26,3,1,3
17,331,27,7,1,2
24,511,7,3,1,1
18,467,1,7,0,1
23,418,8,4,0,1
52,344,24,3,0,4
40,394,20,7,1,2
10,119,42,4,1,4
39,351,20,5,0,1
40,408,1,1,0,3
21,399,6,2,1,1
39,272,5,3,1,3
53,235,15,3,1,1
43,180,31,3,1,3
19,219,5,5,1,4
64,11,224,3,0,4
62,186,15,6,1,2
20,22,217,5,0,4
19,174,38,1,0,4
31,53,11,6,0,3
8,282,4,5,0,4
23,234,22,6,1,3
29,396,8,2,0,3
52,343,20,3,0,2
37,309,13,4,1,1
19,391,5,5,1,3
18,204,2,1,0,4
34,383,5,2,0,2
16,69,20,1,1,2
48,325,20,1,1,2
41,281,31,3,1,1
51,479,5,5,0,2
6,278,4,5,0,3
20,14,503,3,1,3
36,238,14,4,1,1
50,212,40,7,1,2
56,474,17,2,1,4
38,33,30,6,1,1
30,243,35,6,1,3
15,25,367,4,0,4
10,482,3,7,1,4
60,335,13,3,1,1
28,179,30,3,1,2
41,487,6,2,1,3
52,214,28,4,0,2
23,310,15,3,1,2
54,34,44,4,0,3
58,181,9,3,1,4
52,325,8,6,0,4
43,201,38,7,0,1
12,126,19,2,1,2
50,396,3,7,1,2
49,262,31,7,0,2
8,387,24,1,1,1
32,472,13,5,1,3
10,479,18,6,0,2
62,429,3,6,1,2
46,206,32,5,1,3
12,236,4,4,1,3
44,501,4,1,0,2
58,190,7,3,1,2
55,157,29,5,1,4
63,369,5,7,1,1
3,2,3503,1,0,4
45,36,69,6,0,3
41,254,26,7,1,3
64,179,18,1,1,3
4,388,4,5,1,4
53,273,2,7,0,2
62,325,13,4,0,3
22,254,30,4,1,2
21,361,9,4,1,3
64,221,27,2,0,1
7,126,52,2,1,1
56,222,3,7,0,3
48,368,1,3,1,1
32,233,7,6,1,4
48,144,62,4,1,1
8,217,8,3,0,2
32,496,6,1,0,4
14,113,54,3,0,3
8,386,7,6,1,4
53,158,8,7,0,3
34,504,16,6,1,2
30,10,405,2,0,1
39,353,10,2,0,3
30,196,31,4,1,4
5,318,7,4,0,1
23,219,6,3,0,4
35,342,6,4,0,2
42,64,100,5,1,1
34,184,20,4,0,3
30,118,63,7,1,2
44,319,11,4,1,4
6,79,14,7,0,4
43,86,92,5,1,4
9,479,15,4,0,4
61,476,10,7,0,1
12,95,25,4,0,2
52,387,15,6,0,1
43,21,367,1,0,3
35,93,98,3,1,3
44,129,23,6,1,4
46,73,6,6,1,1
47,423,14,4,1,4
52,378,16,5,1,1
60,27,253,1,0,4
1,289,30,2,1,3
55,162,39,3,1,4
48,510,13,7,0,1
11,510,5,5,0,4
53,258,31,2,0,2
56,447,3,4,0,1
59,89,106,2,1,1
23,453,19,6,1,2
30,281,14,2,0,3
30,86,97,2,0,4
23,206,47,4,1,4
39,110,48,2,1,1
59,376,15,2,0,3
46,162,15,5,1,3
63,87,65,2,0,2
19,474,8,7,1,4
56,182,35,6,1,4
60,51,187,7,0,2
9,157,60,2,0,2
26,128,43,7,0,1
21,309,1,7,1,2
60,34,183,2,1,1
36,389,1,5,0,3
38,302,7,7,1,1
8,210,38,1,0,4
6,469,20,3,1,3
59,114,24,6,0,1
58,147,59,3,1,3
53,414,17,2,0,4
30,500,11,2,0,2
19,497,7,5,1,1
2,464,10,2,0,1
50,450,19,4,0,2
11,504,2,4,1,2
2,480,9,3,0,1
24,368,6,5,1,3
1,14,276,2,0,2
7,404,19,6,0,4
46,426,2,7,0,2
4,34,99,3,0,3
57,389,1,3,1,2
35,149,13,6,1,1
3,54,175,4,0,3
25,164,46,1,0,1
49,118,70,2,1,4
21,51,71,3,0,4
40,131,54,2,0,2
55,156,57,7,1,1
13,492,13,3,0,4
43,101,2,6,0,2
2,340,11,5,1,3
45,487,7,2,0,2
1,90,10,2,0,4
14,108,73,5,1,2
37,498,12,1,1,2
36,468,5,1,1,3
50,12,335,1,0,3
5,476,2,1,1,1
47,507,7,7,1,1
47,121,38,5,1,2
14,149,10,6,0,1
15,135,21,5,0,2
48,237,1,6,0,2
44,107,18,3,0,1
46,335,5,4,0,3
55,240,29,3,0,3
36,150,23,2,1,1
43,205,10,7,1,3
14,258,5,3,1,2
15,31,137,1,0,1
7,151,9,5,1,3
4,64,128,5,0,4
62,495,8,4,1,4
38,35,162,2,0,4
34,213,35,7,0,1
46,224,5,6,0,4
52,43,173,3,1,2
55,188,22,5,0,4
23,307,5,1,0,3
64,145,62,3,0,3
2,119,37,7,1,1
5,90,32,6,1,1
53,287,1,5,1,2
9,58,105,2,0,3
57,420,15,7,0,4
33,118,33,4,1,3
35,35,130,6,1,4
52,275,20,1,1,1
59,463,16,2,0,3
7,118,60,2,1,4
2,398,15,5,1,1
54,62,140,4,1,4
61,148,15,6,0,2
28,231,3,2,1,2
61,192,19,5,1,4
49,26,196,1,1,4
13,468,20,3,1,3
20,456,7,3,0,3
33,391,12,2,0,2
22,323,8,2,0,3
5,209,13,2,0,1
9,445,6,1,0,4
58,364,24,4,0,4
64,477,19,7,0,2
35,472,13,4,1,1
61,188,46,6,1,2
30,249,14,4,0,3
8,408,6,5,0,2
31,433,17,5,0,2
47,198,21,1,1,2
14,143,26,7,0,3
4,199,25,1,0,3
63,195,36,2,1,1
37,134,50,2,0,2
54,240,35,2,1,2
35,64,92,4,0,2
25,486,19,7,1,2
45,297,8,3,1,3
9,132,60,1,0,1
15,379,10,4,0,1
22,417,18,7,0,1
17,11,635,4,1,2
16,123,69,1,0,4
60,54,36,4,1,3
4,290,27,6,0,1
18,197,22,1,1,2
61,73,131,1,0,3
36,162,4,7,0,3
21,490,16,1,0,4
45,457,11,2,0,1
41,69,3,4,1,4
58,511,10,6,0,4
51,324,9,6,0,2
44,379,22,4,0,4
58,16,464,1,1,3
33,22,376,1,1,4
45,226,5,1,1,1
21,283,29,3,0,1
62,277,4,6,0,1
7,184,19,6,0,3
57,501,4,4,1,4
61,424,1,3,1,3
7,43,228,4,0,2
58,305,10,7,1,1
45,288,9,2,1,2
7,291,12,5,0,1
13,245,18,1,1,3
45,320,26,2,0,4
9,485,12,5,1,2
10,303,32,5,0,1
18,282,33,5,1,3
31,136,68,4,0,3
10,448,3,2,0,4
1,50,52,7,0,2
16,504,2,2,1,3
38,265,6,5,0,1
52,497,8,5,0,1
29,160,16,7,1,3
41,421,2,4,0,4
62,494,9,5,1,3
25,233,19,6,1,2
15,250,8,6,1,4
30,86,15,2,0,1
56,248,33,5,1,3
60,265,7,1,0,2
11,137,10,1,0,4
24,238,26,3,0,3
63,354,27,4,0,4
20,217,42,4,0,2
37,377,2,6,0,1
41,283,27,3,0,1
58,410,5,3,0,1
17,314,10,2,0,3
41,146,44,7,1,3
23,496,2,1,0,1
5,210,34,2,1,2
39,245,25,6,1,2
40,3,3008,1,0,1
9,436,8,3,1,3
35,245,29,4,1,4
53,483,15,4,1,4
1,131,32,7,1,4
38,316,2,2,1,1
44,352,11,3,0,3
10,140,2,7,0,4
60,34,68,5,1,4
50,506,3,4,1,2
45,228,19,4,1,4
39,230,2,3,1,4
57,3,670,2,0,2
57,186,32,2,1,3
62,9,637,6,1,2
37,125,72,7,0,2
59,179,1,3,0,1
40,451,16,3,1,2
52,5,817,4,1,3
44,153,24,2,0,4
27,273,16,2,0,1
47,403,9,6,1,2
49,88,47,2,0,3
8,442,16,2,1,1
8,362,3,1,0,3
9,56,39,3,1,3
22,173,39,7,1,2
10,74,80,4,0,4
17,5,1618,3,0,3
40,474,20,5,0,3
11,37,233,3,0,2
24,143,29,1,0,2
20,459,12,5,1,4
30,386,23,4,1,3
54,274,12,7,0,2
28,349,9,2,0,3
58,246,35,4,1,2
28,395,3,5,1,4
43,311,27,1,0,1
11,210,25,3,1,2
17,497,4,1,0,3
42,348,9,6,1,4
55,304,24,5,0,4
53,22,46,5,0,2
51,63,19,5,0,4
22,345,1,7,1,3
54,158,18,2,1,3
22,434,17,7,0,1
33,22,365,5,1,1
18,446,11,6,1,3
41,440,7,4,1,3
35,286,14,4,1,4
1,244,24,7,1,2
53,335,23,2,0,4
21,396,12,3,0,1
17,443,7,7,1,2
12,252,5,7,1,4
30,343,2,3,0,4
29,149,51,5,0,3
46,353,2,5,0,4
14,348,22,3,0,2
40,248,26,2,1,4
11,282,9,1,1,1
5,470,11,4,1,4
12,214,28,6,0,3
58,483,6,5,0,1
64,73,9,2,1,3
22,280,5,3,0,1
25,398,6,1,1,4
16,208,8,7,1,4
6,489,1,2,0,4
32,112,51,3,1,4
56,450,6,4,1,1
54,22,85,1,1,1
30,358,24,1,0,2
12,138,71,7,0,1
17,131,45,6,0,2
4,49,149,3,1,1
14,342,11,2,0,2
27,219,33,7,1,1
52,66,146,7,0,3
42,60,1,3,1,3
43,39,169,3,1,3
42,185,26,3,0,3
35,383,19,1,1,4
40,369,9,3,1,3
61,334,22,7,1,3
39,45,30,4,1,1
29,301,21,7,1,3
53,170,7,1,1,1
31,275,25,6,0,3
6,267,20,5,1,4
30,53,125,7,1,1
25,96,49,1,0,1
57,364,2,1,0,2
47,235,1,7,1,2
45,141,6,4,1,2
37,397,24,6,1,4
17,395,3,5,0,2
19,426,16,7,0,3
63,203,41,3,1,1
27,417,14,2,1,4
10,389,4,6,0,3
1,223,18,6,1,4
16,87,74,7,1,3
26,40,104,7,0,3
18,81,31,5,0,3
17,66,79,4,0,1
45,165,42,1,1,4
36,318,17,2,0,1
51,194,16,2,1,1
1,115,50,2,0,1
4,57,117,2,0,4
26,123,39,4,1,1
61,456,3,4,1,4
53,41,17,5,0,1
50,169,43,2,0,1
54,206,4,5,0,3
20,260,13,7,1,2
22,257,16,2,1,3
37,311,21,5,0,1
50,389,7,5,0,4
48,205,6,5,1,3
14,181,51,6,0,3
46,510,8,5,0,1
39,55,41,5,1,3
54,137,39,4,1,1
17,402,13,5,0,3
50,455,16,1,1,4
38,242,15,5,0,3
55,78,121,2,1,2
38,424,17,5,1,4
21,58,7,7,1,4
23,83,7,4,1,1
61,9,830,7,0,1
40,378,16,2,1,2
13,250,14,6,1,2
18,230,28,7,0,2
49,409,14,6,0,3
27,114,36,2,1,2
38,145,62,3,1,4
60,187,27,7,1,2
50,80,41,6,1,1
18,496,18,5,0,1
4,293,21,7,0,1
60,425,13,1,0,1
12,348,21,3,0,2
57,497,12,4,1,3
9,121,33,3,1,1
25,6,1537,5,1,4
3,54,147,5,1,3
46,54,89,2,0,2
1,241,9,1,1,3
32,178,31,3,0,4
46,479,15,5,0,2
41,425,1,6,0,4
4,165,57,7,1,4
57,12,499,6,1,4
43,132,30,1,0,3
32,378,8,1,1,2
33,287,30,3,1,3
34,81,30,1,1,2
55,337,22,4,0,4
15,30,139,1,0,3
15,174,38,6,1,2
12,205,42,2,1,4
30,456,19,5,0,3
23,291,8,7,0,1
3,124,69,5,0,4
7,314,15,4,1,4
58,438,2,2,1,2
48,205,27,3,1,4
12,319,1,1,1,1
40,256,35,2,1,3
33,450,4,3,1,1
14,426,15,6,1,3
57,137,23,7,0,2
1,355,18,7,0,4
49,254,35,7,1,1
35,272,2,7,1,4
61,57,91,5,0,3
43,64,140,1,0,3
19,79,32,3,1,1
22,405,17,3,0,2
17,267,32,6,1,1
12,325,21,1,0,1
47,321,26,4,0,2
54,32,99,2,1,2
13,498,13,5,0,1
32,291,27,6,0,2
59,33,225,3,1,2
32,23,271,6,1,2
47,207,11,4,1,4
41,205,23,2,1,2
17,274,4,1,1,3
35,306,9,3,1,2
56,209,18,5,1,3
16,234,35,5,1,1
17,76,1,5,0,3
60,2,1271,2,0,3
41,245,24,7,1,1
40,242,31,5,1,2
63,355,8,3,1,4
17,27,242,4,1,1
20,369,8,1,1,2
44,459,13,6,1,1
8,487,14,4,1,1
47,457,3,6,1,1
37,290,32,7,0,3
23,309,16,6,1,4
7,226,30,5,1,1
19,59,75,1,0,3
59,97,49,2,0,4
60,369,19,4,0,3
21,41,118,3,1,2
30,11,487,2,1,1
56,173,4,2,0,4
15,45,65,2,0,2
18,469,1,1,0,1
28,414,21,2,1,1
38,78,70,2,1,1
8,85,13,5,0,3
35,8,897,5,0,2
44,347,25,4,1,4
10,469,6,6,1,4
9,25,88,4,1,4
13,188,48,2,1,1
47,204,17,3,1,4
33,55,52,4,1,2
13,512,2,7,0,3
60,200,46,5,0,2
21,456,2,6,0,4
5,261,17,6,0,3
26,222,10,1,0,2
42,171,35,4,1,4
24,354,5,5,1,1
45,484,3,1,0,3
19,301,4,3,0,2
20,157,23,1,1,2
10,358,1,6,1,2
36,52,39,1,0,3
9,435,17,4,1,2
58,404,5,2,1,3
43,266,17,6,1,1
61,194,49,7,1,1
21,251,23,2,1,3
51,379,17,7,0,3
51,101,52,4,1,3
53,113,66,5,0,3
37,311,2,3,0,2
1,362,6,4,0,2
51,457,2,2,1,3
47,497,19,5,0,4
23,394,14,2,1,1
26,187,23,7,0,2
45,375,13,5,0,1
11,362,15,6,0,1
64,393,7,3,1,1
25,398,22,1,1,3
59,205,27,5,1,2
6,255,9,2,1,4
29,354,15,2,1,2
37,309,25,6,1,2
54,160,50,6,0,3
7,289,10,5,0,4
17,56,63,4,0,4
58,184,48,3,1,3
18,82,68,7,0,1
47,334,20,3,0,2
58,248,9,2,1,3
46,156,51,7,1,2
24,148,56,6,0,3
7,219,25,4,0,1
47,262,6,4,1,1
61,4,101,1,1,2
3,221,8,5,1,4
17,485,1,4,1,1
2,417,9,3,0,2
29,109,20,1,0,3
36,292,11,4,1,2
53,98,51,1,1,2
59,7,1244,5,1,4
29,303,8,4,0,1
40,380,11,3,1,1
50,379,17,1,1,3
4,171,56,2,0,4
45,355,26,6,1,3
26,52,144,2,1,4
14,82,112,5,1,1
44,136,54,3,1,4
45,276,10,4,1,4
16,98,3,2,1,1
26,226,10,2,1,4
48,40,211,2,1,1
25,270,31,3,1,2
11,178,51,4,1,2
6,82,32,5,0,2
22,39,223,7,0,4
44,494,3,3,0,2
54,392,7,4,0,3
62,73,132,1,1,1
44,416,18,7,0,2
10,40,104,4,0,4
63,173,30,1,0,1
4,505,15,3,1,3
44,387,9,2,1,4
19,222,32,7,0,1
9,133,39,6,0,1
64,70,44,3,1,4
50,73,126,4,1,3
33,103,68,6,0,4
18,171,11,6,0,2
55,132,32,5,0,1
41,117,78,3,1,3
7,305,10,6,1,2
63,71,127,3,1,2
25,300,32,5,0,4
30,209,44,1,0,3
2,484,19,5,1,3
28,304,21,3,1,2
21,174,45,2,1,1
22,116,54,2,0,1
20,186,43,3,1,2
7,195,38,3,0,3
38,161,11,1,0,3
42,443,14,7,1,4
10,37,108,5,1,3
47,173,49,6,0,4
38,100,69,3,0,3
52,141,25,1,1,3
6,304,31,3,1,2
6,88,13,3,0,2
21,10,693,3,1,2
17,88,57,7,1,4
28,73,90,1,1,1
32,376,19,5,0,4
13,271,2,5,0,2
22,84,27,2,0,1
32,508,17,1,0,1
31,363,26,3,0,4
30,287,12,1,1,4
3,380,11,2,0,3
52,253,38,4,0,4
25,66,130,5,1,4
64,246,39,6,0,1
36,17,300,3,1,3
16,371,25,3,1,1
48,225,26,5,0,4
36,499,5,1,0,2
8,381,23,6,0,4
37,197,11,2,0,3
21,147,20,6,0,4
26,249,23,2,0,3
2,41,17,7,1,4
2,244,38,7,1,4
57,168,13,4,0,4
37,28,9,3,1,3
53,372,9,4,0,3
39,503,2,4,0,1
3,99,19,7,1,3
31,189,46,4,0,3
7,308,23,5,0,2
3,416,11,6,1,3
2,78,87,1,0,1
16,490,18,7,0,3
